case_id,e1,e2,e3,t1,t2,t3,top_uz_mae_pct,top_uz_relative_l2_pct,top_uz_mean_abs_error,top_uz_max_pct,volume_mae_pct,volume_relative_l2_pct,volume_mean_abs_error,volume_max_pct,avg_uz_fem,avg_uz_pinn,avg_displacement_relative_error_pct,peak_fem_uz,peak_pinn_uz,fem_seconds,pinn_eval_seconds,n_eval_points
random_interior_038,9.8995924,9.1148523,5.1276024,0.084442753,0.098263827,0.056087793,10.378997,65.117967,0.005420695423,77.153549,5.139634,65.998116,0.002684304932,77.153549,-0.009464338621,-0.004274478356,54.879899,-0.05222754841,-0.01193214106,0.359622,0.002746,2601
random_interior_039,8.1204133,2.9919776,7.9097061,0.046653323,0.037729562,0.028431892,13.991884,71.275582,0.04245061508,78.489287,5.952573,72.068455,0.01817686696,79.110357,-0.06531613801,-0.02326313439,64.432705,-0.3033945656,-0.0652623348,0.511467,0.002573,2601
random_interior_040,5.8181015,2.2237916,8.4299865,0.079309366,0.072342867,0.0630449,12.261218,71.037861,0.01342231574,80.365062,5.317051,71.978211,0.005820558296,80.814702,-0.02083621673,-0.007563176289,63.730628,-0.1094696731,-0.0214943028,0.458866,0.003463,2601
random_interior_041,2.176194,3.5542583,9.7462001,0.067042439,0.066476311,0.086653766,12.661745,68.875167,0.0124486591,77.842300,6.544241,71.968048,0.006434107097,78.538608,-0.02012567595,-0.007529514719,62.618331,-0.0983170916,-0.02178480574,0.526395,0.002682,2601
random_interior_042,4.5836332,3.2638138,3.6972912,0.076969049,0.054731432,0.055715931,10.955953,62.180267,0.01766655671,73.277484,5.503095,65.110545,0.008873782917,73.440353,-0.03286118782,-0.01513649517,53.968467,-0.1612507585,-0.04333516487,0.348511,0.002680,2601
random_interior_043,9.3113548,7.3089117,1.5482648,0.090566983,0.02916384,0.07920464,10.443431,66.530608,0.01434705296,78.323047,5.333201,69.377997,0.007326683808,78.323047,-0.0242565822,-0.009931109119,59.073731,-0.1373787281,-0.02977952292,0.391795,0.002900,2601
random_interior_044,1.9191702,3.3785021,1.8383194,0.07982338,0.065821795,0.049467193,11.828913,65.184861,0.03075614595,75.329403,6.063062,67.773822,0.01576445886,75.329403,-0.05348116652,-0.02305721062,56.914082,-0.2600082292,-0.06464072807,0.347070,0.003392,2601
random_interior_045,8.6234643,8.5839074,4.6388176,0.049566437,0.078759454,0.083350234,10.538753,62.999974,0.007981197269,74.880717,5.473726,66.459310,0.004145356239,74.880717,-0.01458307269,-0.006480505885,55.598742,-0.07573189066,-0.01902330814,0.390557,0.002780,2601
random_interior_046,1.2006573,9.3478681,7.1961238,0.063218871,0.025823345,0.05094568,16.013771,79.085225,0.06499311869,84.435782,7.328153,80.622597,0.02994274525,85.097523,-0.08771803907,-0.02242557207,74.440562,-0.4058576827,-0.0631685757,0.454191,0.002627,2601
random_interior_047,9.802795,6.7000942,4.8094411,0.09902307,0.057686805,0.077114875,9.556092,61.890718,0.006112016471,74.961025,4.920966,64.601497,0.003147419123,74.961025,-0.01157460482,-0.005421362944,53.206455,-0.0639593697,-0.01601477082,0.329532,0.002938,2601
random_interior_048,6.413709,3.0344516,3.3883627,0.020749218,0.053560236,0.07279053,13.325014,69.210675,0.03638990423,77.487242,6.185285,71.766804,0.01690138094,78.316405,-0.05822966521,-0.02131032345,63.422524,-0.2730946766,-0.06167750053,0.351284,0.001711,2601
random_interior_049,8.6995427,7.9238839,9.061209,0.090956611,0.078571321,0.02369826,12.488608,68.208740,0.008639723815,77.643355,5.877065,68.626452,0.004065803285,77.721804,-0.01408030669,-0.005783030228,58.973152,-0.06918084153,-0.0154665152,0.401379,0.002678,2601
random_interior_050,7.0777376,8.3163499,9.3692602,0.046693227,0.062404587,0.04105512,13.201416,68.497500,0.01611731643,76.744488,6.185650,69.967483,0.007570639205,77.763162,-0.02616376967,-0.01025770301,60.832354,-0.1220877851,-0.02839213894,0.454796,0.002456,2601
random_interior_051,5.6596662,8.3786859,9.979582,0.057056665,0.064474075,0.052069105,12.902630,68.239091,0.01251086151,76.946989,6.262219,70.272014,0.006072075909,77.794299,-0.02043547729,-0.007991616417,60.922717,-0.09696365234,-0.02235304162,0.481900,0.002681,2601
random_interior_052,4.551777,1.532264,3.404416,0.099211953,0.088930057,0.053923098,10.953979,68.918980,0.01620171186,79.794960,4.773014,68.842009,0.00705962698,79.794960,-0.02628164386,-0.01071830022,59.253972,-0.1479070938,-0.02998416195,0.415585,0.002525,2601
random_interior_053,8.3023323,3.950497,7.3837572,0.040523493,0.042623935,0.096302559,11.381667,63.220772,0.01151286333,73.618844,5.687877,67.131722,0.005753441563,74.132461,-0.02089231055,-0.008964448856,57.125152,-0.1011526991,-0.02668525176,0.432308,0.003996,2601
random_interior_054,8.0994924,2.5240761,8.2008612,0.069677008,0.07969233,0.04317586,12.582598,71.050560,0.01403813917,80.158577,5.373345,71.346463,0.005994927025,80.686418,-0.0217511392,-0.008054264485,63.003614,-0.1115678886,-0.02213665631,0.457103,0.003495,2601
random_interior_055,7.421256,2.0897878,4.2084687,0.072479314,0.031862546,0.036396884,12.699522,67.010785,0.03065990451,75.841861,5.897897,69.115343,0.01425972875,76.722182,-0.05123525192,-0.02055591037,59.907101,-0.2414256603,-0.05881191277,0.320151,0.003234,2601
random_interior_056,3.9565176,9.7919847,4.708885,0.061430868,0.095366757,0.078030061,10.486871,63.282928,0.007795223915,75.232125,5.590001,66.178716,0.004155225067,75.232125,-0.01417997882,-0.006456210245,54.511669,-0.07433317482,-0.01841074746,0.497110,0.002589,2601
random_interior_057,9.5476948,7.9459204,3.8921882,0.068826988,0.073538198,0.020451243,12.615970,66.935654,0.01392127485,76.052614,5.959019,67.432287,0.006575566378,76.052614,-0.02325032029,-0.009936841552,57.318921,-0.1103464508,-0.02642509081,0.426069,0.003080,2601
random_interior_058,7.3774408,1.0389586,9.977626,0.055960907,0.026852665,0.081692449,13.040061,69.423881,0.01724341837,77.736357,5.889079,71.816588,0.007811148369,78.535495,-0.02758263743,-0.01003767648,63.626821,-0.1322341869,-0.02944014757,0.627690,0.002429,2601
random_interior_059,5.1879797,9.7695399,5.2854056,0.031147252,0.033356731,0.050484109,13.430760,68.344572,0.04403430696,76.000737,6.083838,70.154002,0.02008337033,77.173423,-0.0717606646,-0.0279032478,61.143057,-0.3278616203,-0.07868437267,0.436293,0.002626,2601
random_interior_060,2.2702703,3.2465484,3.7877922,0.055832126,0.090930984,0.04644173,12.134881,66.326142,0.02324052512,76.065263,5.977841,67.872910,0.01144866384,76.576552,-0.03952815933,-0.01689097258,57.301796,-0.1915183597,-0.04606416937,0.454736,0.002723,2601
random_interior_061,2.2359499,4.7790525,4.773188,0.076847783,0.082456513,0.067960298,11.587371,65.415319,0.01401596444,75.838700,6.040306,68.253549,0.007306292056,75.838700,-0.02430054275,-0.01032300039,57.558979,-0.1209589731,-0.02926205837,0.429842,0.002806,2601
random_interior_062,6.2504292,2.8299421,2.9675017,0.085463062,0.093214508,0.050429126,10.633814,66.069790,0.01237169328,77.766099,4.988591,66.561769,0.005803874411,77.766099,-0.02121686506,-0.009347836556,55.981809,-0.1163429539,-0.02594271153,0.491817,0.002296,2601
random_interior_063,8.8621795,4.4529429,8.5665756,0.038494435,0.066993194,0.022623943,14.504220,73.394559,0.03165003567,80.354097,6.219316,73.606917,0.01364279089,80.819684,-0.04682986968,-0.01581140801,66.281704,-0.2182125971,-0.04286983551,0.368617,0.003269,2601
random_interior_064,9.0100101,9.8871735,6.4026648,0.079171536,0.051048909,0.084398567,9.822956,59.634042,0.006020574138,72.260553,5.312339,63.783017,0.003255978478,72.260553,-0.01192847272,-0.005742488124,51.902609,-0.06129086169,-0.01700174582,0.532377,0.002272,2601
random_interior_065,3.1576125,1.2722316,3.0924942,0.06572199,0.021580624,0.052231415,11.498818,61.800499,0.04732640184,71.654355,5.525638,64.647563,0.02281537669,72.725722,-0.08806594919,-0.04101776744,53.433314,-0.4115762412,-0.1181622409,0.583299,0.002815,2601
random_interior_066,3.3446148,6.6338739,6.3383791,0.079412015,0.04796199,0.04578583,12.758033,67.628590,0.02039506028,76.453381,6.281957,70.053453,0.01004845379,77.429499,-0.03378052507,-0.01338932028,60.383802,-0.1598605407,-0.03769186206,0.336046,0.002361,2601
