case_id,e1,e2,e3,t1,t2,t3,top_uz_mae_pct,top_uz_relative_l2_pct,top_uz_mean_abs_error,top_uz_max_pct,volume_mae_pct,volume_relative_l2_pct,volume_mean_abs_error,volume_max_pct,avg_uz_fem,avg_uz_pinn,avg_displacement_relative_error_pct,peak_fem_uz,peak_pinn_uz,fem_seconds,pinn_eval_seconds,n_eval_points
random_interior_085,2.632809,7.6605686,3.6210345,0.091531858,0.061169241,0.038874013,13.097093,59.184929,0.02239389486,57.409660,5.657614,59.359343,0.009673597495,57.617570,-0.03565556875,-0.01354373033,62.016783,-0.170983707,-0.07282254187,1.263166,0.002139,2601
random_interior_086,8.8812217,6.0111242,7.3223969,0.066989107,0.032674533,0.07347456,12.170564,57.058154,0.0116985488,59.124028,5.346301,59.361375,0.005138953124,59.543646,-0.01999737124,-0.008141739495,59.293766,-0.09612166555,-0.03929066528,1.192234,0.002015,2601
random_interior_087,2.0608749,4.5664582,1.4114419,0.093829169,0.06347206,0.061049002,12.132469,58.215157,0.02475450889,58.519941,5.282629,58.416698,0.01077842364,58.519941,-0.03955683609,-0.01544173488,60.967396,-0.2040352043,-0.08463392256,1.000424,0.002143,2601
random_interior_088,4.0011131,5.1762546,9.8846461,0.092370467,0.052353111,0.021234563,10.706986,46.930377,0.01648984493,43.706479,4.479741,46.384042,0.006923811269,44.315675,-0.03231058558,-0.01618630723,49.909481,-0.1540101514,-0.0866977362,0.977950,0.002044,2601
random_interior_089,2.9040649,8.4118455,8.8635081,0.07735826,0.099953174,0.032492656,12.545525,57.285064,0.01109792491,56.517018,5.482121,56.161278,0.004849551805,56.830263,-0.01831662129,-0.007579606711,58.622692,-0.08846122674,-0.03846557934,1.421817,0.002111,2601
random_interior_090,7.5557529,3.0956587,4.5912267,0.072680584,0.040439576,0.026089047,12.623496,58.206718,0.02900140425,59.984311,5.542038,59.522405,0.01276368775,60.822835,-0.04924704538,-0.02029166267,58.811592,-0.2297414677,-0.09193263079,1.300014,0.002414,2601
random_interior_091,8.9157877,6.1331337,7.7395572,0.027791294,0.086866755,0.078833931,10.749496,48.169381,0.008717363854,45.976802,4.505054,48.919303,0.003653398983,46.232453,-0.01648319777,-0.007819549691,52.561696,-0.08109555937,-0.04381041491,0.975376,0.001981,2601
random_interior_092,7.1817469,2.7438436,1.9209955,0.079578873,0.090124729,0.03151472,12.429262,61.499155,0.01862483333,63.881828,5.146971,60.122504,0.007712564135,63.881828,-0.02869094104,-0.01096658855,61.782462,-0.1498466591,-0.05412187336,1.352474,0.002009,2601
random_interior_093,6.5083537,9.4193859,6.2517114,0.021332829,0.064696416,0.077546908,11.587860,50.473615,0.0134741876,47.528510,5.009024,51.952728,0.005824416527,48.494030,-0.02461350762,-0.01106943423,55.029265,-0.1162784822,-0.0610130521,0.892020,0.002097,2601
random_interior_094,4.0244602,4.6175172,4.1133245,0.081550284,0.027580392,0.044828691,12.549329,57.333149,0.02860997989,58.177244,5.547373,59.119821,0.01265418098,59.085046,-0.04875037874,-0.01987143131,59.245426,-0.2279801492,-0.09534758193,1.188255,0.002063,2601
random_interior_095,4.0125864,2.7834747,8.6331239,0.043575674,0.039747641,0.099397705,11.763106,53.125054,0.01443037881,52.027803,5.201288,54.642540,0.006385356108,52.668255,-0.02570392865,-0.01113964592,56.663968,-0.1226749004,-0.05884984432,1.263095,0.002033,2601
random_interior_096,7.9818431,4.7507234,6.9324171,0.053984363,0.023781185,0.093201981,10.067574,45.121842,0.01071139695,45.168710,4.528531,47.995379,0.004818131588,45.691720,-0.02223244072,-0.01123941992,49.453807,-0.1063950193,-0.05833776202,1.316619,0.002053,2601
random_interior_097,6.3325673,6.6854985,2.0255693,0.031192831,0.049811938,0.098166918,8.874420,37.630694,0.01749715177,32.519671,4.044790,40.718741,0.007974865449,32.519671,-0.03945855132,-0.02149523589,45.527147,-0.1971638934,-0.1330468436,1.195643,0.002064,2601
random_interior_098,2.2684544,6.1853787,8.4339609,0.062848696,0.04621663,0.035627877,14.408973,66.996798,0.03528794421,68.414071,6.324807,67.693141,0.01557000089,69.146186,-0.05276911331,-0.01752083888,66.797622,-0.2449025697,-0.07735475296,1.134156,0.002067,2601
random_interior_099,3.9448833,8.6006895,8.9701498,0.091735165,0.06305523,0.092621488,10.186029,46.623817,0.005810231895,44.438189,4.558557,48.388465,0.002600255252,44.438189,-0.01118343189,-0.00534283569,52.227430,-0.05704118867,-0.03169311739,1.165445,0.002205,2601
