case_id,E,thickness,top_uz_mae_pct,top_uz_relative_l2_pct,top_uz_mean_abs_error,top_uz_max_pct,volume_mae_pct,volume_relative_l2_pct,volume_mean_abs_error,volume_max_pct,avg_uz_fem,avg_uz_pinn,avg_displacement_relative_error_pct,peak_fem_uz,peak_pinn_uz,fem_seconds,pinn_eval_seconds,n_eval_points
one_layer_random_053,4.6547968,0.096721613,0.859240,3.860627,0.005347393655,5.365547,0.965409,7.808467,0.006057459124,6.284788,-0.1361527184,-0.1321578613,3.031989,-0.6223397518,-0.5889478227,2.090632,0.003508,2601
one_layer_random_054,9.6285509,0.14654925,16.405969,74.060149,0.01799961228,58.208799,5.865234,70.433215,0.006447713428,58.093759,-0.02356467169,-0.04129725336,75.277110,-0.1097137991,-0.173337142,2.210115,0.003686,2601
one_layer_random_055,4.1653982,0.054422213,8.978838,42.799414,0.2624631542,46.202263,3.589341,43.271191,0.1054707592,46.472275,-0.6362240017,-0.3734639322,41.310081,-2.923130383,-1.572578006,2.006730,0.002933,2601
one_layer_random_056,1.3643693,0.083210224,4.219446,19.543893,0.1310709067,22.479220,2.137498,21.210209,0.06694096357,23.086694,-0.6794793196,-0.547739517,19.464003,-3.106353155,-2.408069198,1.592544,0.002740,2601
one_layer_random_057,2.0736725,0.083680162,4.071077,18.858929,0.08202721504,21.817412,2.085698,20.571345,0.04236867022,22.432519,-0.440746324,-0.3582905376,18.778647,-2.014877356,-1.575283266,2.018183,0.003071,2601
one_layer_random_058,2.0763109,0.050636612,9.869925,45.898023,0.6870654591,48.588519,3.844356,46.252812,0.2688758848,48.825353,-1.513609033,-0.8259666162,45.434413,-6.961202218,-3.578857134,1.539369,0.003440,2601
one_layer_random_059,4.5917306,0.062158959,7.865351,38.140336,0.1509037477,41.932163,3.297119,38.841389,0.06365203702,42.289299,-0.4183451151,-0.267371657,36.122633,-1.918588817,-1.114083018,1.932744,0.002798,2601
one_layer_random_060,9.9964113,0.075751576,5.307007,25.758509,0.02853210924,29.475404,2.495973,27.034568,0.01352207124,30.017800,-0.1175099062,-0.08903754649,24.276196,-0.5376308794,-0.3791620059,1.996819,0.008017,2601
one_layer_random_061,5.5912259,0.11279907,4.502423,21.460595,0.01588813345,19.335861,2.025306,20.663529,0.007196166242,19.203464,-0.07702195418,-0.09209770489,19.601327,-0.3528796492,-0.4081552632,2.310349,0.002852,2601
one_layer_random_062,6.1961739,0.07271182,6.098538,29.423907,0.05864761586,33.057155,2.760749,30.529486,0.02674545187,33.556507,-0.2101005016,-0.1514531894,27.976938,-0.9616667597,-0.6437670843,1.335736,0.002910,2601
